id,cd_estabelecimento_saude,nome_estabelecimento_saude,cnes,numero_uge_cnpj,desc_uge_cnpj,ambito,codigoibge,municipio,rras,regiao_de_saude,codigo_drs,desc_drs,tipo_gerenciamento,tipo_estabelecimento,fluxo_clientela,porte,empenhado,liquidado,pago,internacoes,dias_permanencia,media_permanencia,obitos,taxa_mortalidade,diarias_uti,producao_ambulatorial_antedimentos_consultas_exames,procedimentos_ambulatoriais_grupo_acoes_promocao_prevencao_saud,procedimentos_ambulatoriais_finalidade_diagnostica,procedimentos_clinicos_ambulatoriais_consultas_atendimentos_tra,procedimentos_cirurgicos_ambulatoriais,procedimentos_ambulatoriais_grupo_transplante_orgaos_tecidos_ce,procedimentos_ambulatoriais_grupo_medicamentos,procedimentos_ambulatoriais_grupo_orteses_proteses_materiais_es,outros_procedimentos_ambulatoriais,leitos_cirurgicos,leitos_clinicos,leitos_complementares,leitos_obstetricos,leitos_pediatricos,leitos_outras_especialidades,hospital_dia,tomografo_computadorizado,ressonancia_magnetica,ultrassom_droppler_colorido,ultrassom_ecografo,ultrassom_convencional,raio_x_hemodinamica,medicos_cpf_unico,medicos,latitude,longitude,periodo_referencia_inicio,periodo_referencia_fim,periodo_referencia_texto,nome_fantasia,municipio_ibge
"1,352.00",6998704,COMPLEXO HOSPITALAR DOS ESTIVADORES,"6,998,704.00",,,Municipal,"3,548,500.00",SANTOS,RRAS07,BAIXADA SANTISTA,,DRS 4 - BAIXADA SANTISTA,,HOSPITAL GERAL,Atendimento de demanda espontânea,Médio,,,,"8,627.00","37,426.00",4.30,327.00,3.79,"9,652.00","105,670.00",0.00,"57,467.00","45,189.00","3,014.00",0.00,0.00,0.00,0.00,13.00,82.00,37.00,36.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,,354.00,"-23,95934","-46,32314",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,COMPLEXO HOSPITALAR DOS ESTIVADORES,Santos
"1,353.00",6998178,UNIDADE HOSPITALAR CAMPO LIMPO,"6,998,178.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda referenciada,Pequeno,,,,881.00,,,,,0.00,"121,846.00",0.00,"40,682.00","78,872.00","2,292.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,1.00,0.00,,92.00,"-23,59583","-46,63561",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,UNIDADE HOSPITALAR CAMPO LIMPO,São Paulo
"1,354.00",6998194,HOSPITAL MUNICIPAL SOROCABANA,"6,998,194.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,482.00,730.00,1.50,2.00,0.41,0.00,"144,896.00",0.00,"46,602.00","96,069.00","2,225.00",0.00,0.00,0.00,0.00,0.00,45.00,10.00,0.00,0.00,0.00,8.00,1.00,0.00,1.00,1.00,1.00,0.00,,166.00,"-23,76327","-46,70601",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL SOROCABANA,São Paulo
"1,355.00",2070766,CAISM DR DAVID CAPISTRANO DA COSTA FILHO DA AGUA FUNDA SP,"2,070,766.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,Administração,HOSPITAL ESPECIALIZADO,Atendimento de demanda referenciada,Médio,"20,718,429.62","20,718,429.62","18,913,573.03",554.00,"23,189.00",41.90,,,0.00,"4,325.00",283.00,0.00,"4,042.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121.00,0.00,,,,,,,,13.00,"-23,64144","-46,6272",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,CAISM DR DAVID CAPISTRANO DA COSTA FILHO DA AGUA FUNDA SP,São Paulo
"1,356.00",2077523,UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP,"2,077,523.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,Administração,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,"136,534,790.49","136,534,790.49","120,236,580.18","10,727.00","63,447.00",5.90,805.00,7.50,"8,883.00","1,011,006.00","1,320.00","690,646.00","312,206.00","6,834.00",0.00,0.00,0.00,0.00,116.00,100.00,45.00,47.00,0.00,0.00,10.00,1.00,0.00,4.00,2.00,1.00,0.00,,602.00,"-23,58279","-46,61107",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP,São Paulo
"1,357.00",2092395,HOSPITAL MUNICIPAL IBATE,"2,092,395.00",,,Municipal,"3,519,303.00",IBATÉ,RRAS13,CORAÇÃO DO DRS III,,DRS 3 - ARARAQUARA,,HOSPITAL GERAL,Atendimento de demanda espontânea,Pequeno,,,,864.00,"2,038.00",2.40,45.00,5.21,0.00,"134,411.00",0.00,"22,089.00","112,017.00",305.00,0.00,0.00,0.00,0.00,4.00,10.00,0.00,7.00,6.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,29.00,"-21,95512","-47,99359",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL IBATE,Ibaté
"1,358.00",2072513,HOSPITAL E MATERNIDADE MUNICIPAL SANTA ANA,"2,072,513.00",,,Municipal,"3,547,304.00",SANTANA DE PARNAÍBA,RRAS05,ROTA DOS BANDEIRANTES,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"2,910.00","9,665.00",3.30,76.00,2.61,0.00,"1,863,121.00",194.00,"1,392,825.00","469,838.00",264.00,0.00,0.00,0.00,0.00,4.00,10.00,6.00,21.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,,307.00,"-23,44298","-46,92383",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL E MATERNIDADE MUNICIPAL SANTA ANA,Santana de Parnaíba
"1,359.00",2750511,HOSPITAL ESTADUAL DR ODILO ANTUNES DE SIQUEIRA P PRUDENTE,"2,750,511.00",,,Estadual,"3,541,406.00",PRESIDENTE PRUDENTE,RRAS11,ALTA SOROCABANA,,DRS 11 - PRESIDENTE PRUDENTE,Administração,HOSPITAL ESPECIALIZADO,Atendimento de demanda referenciada,Pequeno,"28,368,862.26","28,368,862.26","25,375,068.25","3,636.00","14,461.00",4.00,25.00,0.69,"1,507.00","14,171.00",0.00,"11,152.00","3,019.00",0.00,0.00,0.00,0.00,0.00,3.00,6.00,25.00,23.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,,66.00,"-22,14278","-51,39969",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL ESTADUAL DR ODILO ANTUNES DE SIQUEIRA P PRUDENTE,Presidente Prudente
"1,360.00",3464555,CENTRO MEDICO PMESP,"3,464,555.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda referenciada,Médio,,,,,,,,,,,,,,,,,,,42.00,41.00,12.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,3.00,0.00,,122.00,"-23,46946","-46,61684",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,CENTRO MEDICO PMESP,São Paulo
"1,361.00",2080427,HOSPITAL MUNICIPAL DA CRIANCA E DO ADOLESCENTE HMCA,"2,080,427.00",,,Municipal,"3,518,800.00",GUARULHOS,RRAS02,ALTO DO TIETÊ,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL ESPECIALIZADO,Atendimento de demanda espontânea e referenciada,Médio,,,,"4,074.00","20,208.00",5.00,37.00,0.91,"3,173.00","255,256.00",0.00,"44,420.00","208,930.00","1,906.00",0.00,0.00,0.00,0.00,4.00,0.00,16.00,0.00,63.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,,163.00,"-23,46663","-46,5322",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DA CRIANCA E DO ADOLESCENTE HMCA,Guarulhos
"1,362.00",2084139,HOSP MUN DR BENEDICTO MONTENEGRO,"2,084,139.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"2,111.00","11,542.00",5.50,317.00,15.02,0.00,"498,401.00",0.00,"498,401.00",0.00,0.00,0.00,0.00,0.00,0.00,2.00,29.00,13.00,0.00,4.00,14.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,,278.00,"-23,58732","-46,51421",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSP MUN DR BENEDICTO MONTENEGRO,São Paulo
"1,363.00",2081091,HOSPITAL MUNICIPAL DE ITAPIRA,"2,081,091.00",,,Municipal,"3,522,604.00",ITAPIRA,RRAS15,BAIXA MOGIANA,,DRS 14 - SÃO JOAO DA BOA VISTA,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"3,890.00","19,984.00",5.10,568.00,14.60,"4,516.00","558,768.00","1,151.00","360,233.00","194,369.00","3,015.00",0.00,0.00,0.00,0.00,21.00,34.00,25.00,14.00,10.00,2.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,,86.00,"-22,43597","-46,82197",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DE ITAPIRA,Itapira
"1,364.00",2698463,SECAO HOSPITAL E MATERNIDADE MUNICIPAL DR SILVERIO FONTES,"2,698,463.00",,,Municipal,"3,548,500.00",SANTOS,RRAS07,BAIXADA SANTISTA,,DRS 4 - BAIXADA SANTISTA,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"1,172.00","4,627.00",3.90,3.00,0.26,836.00,"28,497.00",0.00,"5,275.00","23,191.00",31.00,0.00,0.00,0.00,0.00,7.00,7.00,10.00,21.00,4.00,0.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,,76.00,"-23,95682","-46,32516",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,SECAO HOSPITAL E MATERNIDADE MUNICIPAL DR SILVERIO FONTES,Santos
"1,365.00",2087618,HOSPITAL MUNICIPAL DE VOTORANTIM,"2,087,618.00",,,Municipal,"3,557,006.00",VOTORANTIM,RRAS08,SOROCABA,,DRS 16 - SOROCABA,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"3,759.00","18,187.00",4.80,324.00,8.62,"2,953.00","330,896.00",0.00,"124,553.00","206,339.00",4.00,0.00,0.00,0.00,0.00,10.00,48.00,24.00,16.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,,112.00,"-23,54469","-47,4496",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DE VOTORANTIM,Votorantim
"1,366.00",2087804,HOSPITAL REGIONAL JORGE ROSSMANN DE ITANHAEM,"2,087,804.00",,,Estadual,"3,522,109.00",ITANHAÉM,RRAS07,BAIXADA SANTISTA,,DRS 4 - BAIXADA SANTISTA,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,"99,650,356.00","99,650,356.00","99,650,356.00","8,720.00","41,494.00",4.80,514.00,5.89,"2,595.00","62,862.00",0.00,"26,209.00","35,108.00","1,545.00",0.00,0.00,0.00,0.00,45.00,30.00,45.00,46.00,8.00,0.00,5.00,1.00,0.00,2.00,0.00,4.00,0.00,,252.00,"-24,18125","-46,78399",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL REGIONAL JORGE ROSSMANN DE ITANHAEM,Itanhaém
"1,367.00",7210094,HOSPITAL MUNICIPAL DE CONCHAS,"7,210,094.00",,,Municipal,"3,512,308.00",CONCHAS,RRAS09,POLO CUESTA,,DRS 6 - BAURU,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,97.00,479.00,4.90,9.00,9.28,0.00,"214,605.00",0.00,"39,199.00","174,521.00",885.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,9.00,"-23,015","-48,011",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DE CONCHAS,Conchas
"1,368.00",6603378,HOSPITAL MUNICIPAL LEONARDUS VAN MELLIS,"6,603,378.00",,,Municipal,"3,535,804.00",PARANAPANEMA,RRAS09,VALE DO JURUMIRIM,,DRS 6 - BAURU,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,537.00,"1,680.00",3.10,51.00,9.50,0.00,"63,897.00","8,155.00","5,628.00","49,987.00",127.00,0.00,0.00,0.00,0.00,2.00,9.00,12.00,2.00,2.00,0.00,0.00,,,,,,,,23.00,"-23,389","-48,723",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL LEONARDUS VAN MELLIS,Paranapanema
"1,369.00",7711980,HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO,"7,711,980.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,,,,"11,360.00","67,756.00",6.00,812.00,7.15,"7,488.00","107,716.00",0.00,"21,931.00","80,115.00",0.00,"5,670.00",0.00,0.00,0.00,28.00,98.00,75.00,36.00,10.00,0.00,0.00,1.00,1.00,6.00,2.00,3.00,0.00,,675.00,"-23,54198","-46,63503",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO,São Paulo
"1,370.00",9491252,DR RUBENS SAVASTANO HOSPITAL REGIONAL DE SAO JOSE DOS CAMPOS,"9,491,252.00",,,Estadual,"3,549,904.00",SÃO JOSÉ DOS CAMPOS,RRAS17,ALTO VALE DO PARAÍBA,,DRS 17 - TAUBATE,Terceiros,HOSPITAL GERAL,Atendimento de demanda referenciada,Médio,"101,571,344.00","101,571,344.00","101,571,344.00","5,884.00","24,765.00",4.20,363.00,6.17,"5,074.00","235,675.00",0.00,"153,507.00","82,106.00",62.00,0.00,0.00,0.00,0.00,72.00,20.00,40.00,0.00,16.00,0.00,14.00,2.00,1.00,4.00,1.00,3.00,0.00,,325.00,"-23,179","-45,887",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,DR RUBENS SAVASTANO HOSPITAL REGIONAL DE SAO JOSE DOS CAMPOS,São José dos Campos
"1,371.00",104892,HOSPITAL DE CAMPANHA COVID 19 FERNAO DIAS,"104,892.00",,,Municipal,"3,547,304.00",SANTANA DE PARNAÍBA,RRAS05,ROTA DOS BANDEIRANTES,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,531.00,"5,203.00",9.80,144.00,27.12,0.00,"6,854.00",0.00,"6,854.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,36.00,0.00,0.00,0.00,0.00,,,,,,,,66.00,"-23,4572557","-46,9296058",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CAMPANHA COVID 19 FERNAO DIAS,Santana de Parnaíba
"1,372.00",161438,HOSPITAL MUNICIPAL GUARAPIRANGA,"161,438.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"2,624.00","25,561.00",9.70,393.00,14.98,"16,405.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.00,190.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,,172.00,"-23,7060821","-46,7422329",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL GUARAPIRANGA,São Paulo
"1,373.00",9556095,HOSPITAL REGIONAL DE REGISTRO REGISTRO,"9,556,095.00",,,Estadual,"3,542,602.00",REGISTRO,RRAS07,VALE DO RIBEIRA,,DRS 12 - REGISTRO,Terceiros,HOSPITAL GERAL,Atendimento de demanda referenciada,Médio,"79,084,654.06","79,084,654.06","79,084,654.06","2,772.00","14,540.00",5.20,205.00,7.40,"2,792.00","66,175.00",0.00,"51,265.00","14,350.00",560.00,0.00,0.00,0.00,0.00,35.00,15.00,30.00,0.00,15.00,0.00,6.00,1.00,1.00,0.00,0.00,1.00,0.00,,114.00,"-24,4597315","-47,8158624",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL REGIONAL DE REGISTRO REGISTRO,Registro
"1,374.00",7822421,HOSPITAL E MATERNIDADE HUMBERTO PIVA,"7,822,421.00",,,Municipal,"3,537,107.00",PEDREIRA,RRAS15,CAMPINAS,,DRS 7 - CAMPINAS,,HOSPITAL GERAL,Atendimento de demanda espontânea,Pequeno,,,,,,,,,,,,,,,,,,,10.00,23.00,0.00,10.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,,8.00,"-22,7423673","-46,9156707",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL E MATERNIDADE HUMBERTO PIVA,Pedreira
"1,375.00",9267263,UNIDADE DE RETAGUARDA DE URGENCIA E DIAGNOSTICO DO MELHADO,"9,267,263.00",,,Municipal,"3,503,208.00",ARARAQUARA,RRAS13,CENTRAL DO DRS III,,DRS 3 - ARARAQUARA,,HOSPITAL GERAL,Atendimento de demanda referenciada,Pequeno,,,,"1,001.00","4,805.00",4.80,49.00,4.90,0.00,165.00,0.00,8.00,157.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,5.00,0.00,0.00,0.00,0.00,,,,,,,,52.00,"-21,8049","-48,17156",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,UNIDADE DE RETAGUARDA DE URGENCIA E DIAGNOSTICO DO MELHADO,Araraquara
"1,376.00",102741,HOSPITAL DE CAMPANHA COVID 19 ARARAQUARA,"102,741.00",,,Municipal,"3,503,208.00",ARARAQUARA,RRAS13,CENTRAL DO DRS III,,DRS 3 - ARARAQUARA,,HOSPITAL GERAL,Atendimento de demanda referenciada,Pequeno,,,,"1,238.00","10,062.00",8.10,177.00,14.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,30.00,0.00,0.00,0.00,0.00,,,,,,,,3.00,"-21,8109113","-48,1766443",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CAMPANHA COVID 19 ARARAQUARA,Araraquara
"1,377.00",105767,HOSPITAL DE CAMPANHA COVID 19 HOSPITAL ANCHIETA,"105,767.00",,,Municipal,"3,548,708.00",SÃO BERNARDO DO CAMPO,RRAS01,GRANDE ABC,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda referenciada,Médio,,,,"1,912.00","18,597.00",9.70,257.00,13.44,"6,027.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,30.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,,181.00,"-23,7141255","-46,5444072",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CAMPANHA COVID 19 HOSPITAL ANCHIETA,São Bernardo do Campo
"1,378.00",103462,HOSPITAL DE CAMPANHA COVID 19,"103,462.00",,,Municipal,"3,533,403.00",NOVA ODESSA,RRAS15,CAMPINAS,,DRS 7 - CAMPINAS,,HOSPITAL GERAL,Atendimento de demanda referenciada,Pequeno,,,,562.00,"2,899.00",5.20,87.00,15.48,0.00,"86,321.00",7.00,"7,056.00","79,258.00",0.00,0.00,0.00,0.00,0.00,0.00,8.00,10.00,0.00,0.00,0.00,0.00,,,,,,,,68.00,"-22,8028978","-47,3110661",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL DE CAMPANHA COVID 19 - Nova Odessa,Nova Odessa
"1,379.00",7378394,UNIDADE HOSPITALAR M BOI MIRIM II,"7,378,394.00",,,Municipal,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,474.00,382.00,0.80,2.00,0.42,0.00,"69,926.00",37.00,"21,552.00","46,324.00","2,013.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,1.00,1.00,1.00,0.00,,77.00,"-23,548","-46,636",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,UNIDADE HOSPITALAR M BOI MIRIM II,São Paulo
"1,380.00",5200105,HOSPITAL MUNICIPAL PIMENTAS BONSUCESSO MANUEL DE PAIVA,"5,200,105.00",,,Municipal,"3,518,800.00",GUARULHOS,RRAS02,ALTO DO TIETÊ,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Médio,,,,"8,939.00","51,030.00",5.70,993.00,11.11,"6,639.00","311,617.00",0.00,"61,820.00","248,140.00","1,657.00",0.00,0.00,0.00,0.00,19.00,42.00,40.00,27.00,15.00,10.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,,833.00,"-23,43982","-46,41011",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL PIMENTAS BONSUCESSO MANUEL DE PAIVA,Guarulhos
"1,381.00",9297715,MATERNIDADE MUNICIPAL DE PERUIBE,"9,297,715.00",,,Municipal,"3,537,602.00",PERUÍBE,RRAS07,BAIXADA SANTISTA,,DRS 4 - BAIXADA SANTISTA,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,,,,,,,"12,306.00",0.00,"2,350.00","9,956.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,14.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,,47.00,"-24,321769","-47,000468",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,MATERNIDADE MUNICIPAL DE PERUIBE,Peruíbe
"1,382.00",3001466,CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO,"3,001,466.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,Terceiros,HOSPITAL GERAL,Atendimento de demanda referenciada,Grande,"48,936,595.00","48,936,595.00","48,936,595.00","1,974.00","48,654.00",24.60,41.00,2.08,0.00,"24,853.00",0.00,897.00,"23,948.00",8.00,0.00,0.00,0.00,0.00,70.00,95.00,0.00,0.00,0.00,86.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,,53.00,"-23,50747","-46,61792",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO,São Paulo
"1,383.00",694622,HOSPITAL ESTADUAL COVID 19 METROPOLITANO SANTA CECILIA,"694,622.00",,,Estadual,"3,550,308.00",SÃO PAULO,RRAS06,SÃO PAULO,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda referenciada,Médio,,,,490.00,"3,844.00",7.80,110.00,22.45,0.00,,,,,,,,,,0.00,64.00,40.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,,51.00,"-23,5351092","-46,6544858",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL ESTADUAL COVID 19 METROPOLITANO SANTA CECILIA,São Paulo
"1,384.00",3949621,HOSPITAL MUNICIPAL DR AUCIPIO DA SILVA OLIVEIRA JUNIOR,"3,949,621.00",,,Municipal,"3,556,503.00",VÁRZEA PAULISTA,RRAS16,JUNDIAÍ,,DRS 7 - CAMPINAS,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,783.00,"3,587.00",4.60,12.00,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,1.00,0.00,7.00,0.00,0.00,,,,,,,,3.00,"-23,21121","-46,83164",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL MUNICIPAL DR AUCIPIO DA SILVA OLIVEIRA JUNIOR,Várzea Paulista
"1,385.00",2096196,HOSPITAL ENF ANTONIO POLICARPO DE OLIVEIRA,"2,096,196.00",,,Municipal,"3,509,205.00",CAJAMAR,RRAS03,FRANCO DA ROCHA,,DRS 1 - GRANDE SÃO PAULO,,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Pequeno,,,,"1,136.00","4,366.00",3.80,101.00,8.89,0.00,"355,965.00","13,213.00","60,701.00","282,045.00",6.00,0.00,0.00,0.00,0.00,1.00,11.00,20.00,7.00,4.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,,181.00,"-23,42133","-46,82393",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL ENF ANTONIO POLICARPO DE OLIVEIRA,Cajamar
"1,386.00",2792168,HOSPITAL GERAL DE CARAPICUIBA,"2,792,168.00",,,Estadual,"3,510,609.00",CARAPICUÍBA,RRAS05,ROTA DOS BANDEIRANTES,,DRS 1 - GRANDE SÃO PAULO,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,"130,053,479.00","130,053,479.00","130,053,479.00","13,630.00","64,801.00",4.80,612.00,4.49,"12,983.00","1,609,125.00",0.00,"1,412,658.00","191,624.00","4,476.00",0.00,0.00,367.00,0.00,73.00,40.00,55.00,34.00,18.00,10.00,11.00,1.00,0.00,2.00,1.00,0.00,0.00,,476.00,"-23,54793","-46,83543",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL GERAL DE CARAPICUIBA,Carapicuíba
"1,387.00",2084163,HOSPITAL ESTADUAL DE DIADEMA HOSPITAL SERRARIA,"2,084,163.00",,,Estadual,"3,513,801.00",DIADEMA,RRAS01,GRANDE ABC,,DRS 1 - GRANDE SÃO PAULO,Terceiros,HOSPITAL GERAL,Atendimento de demanda espontânea e referenciada,Grande,"124,945,976.00","124,945,976.00","124,945,976.00","9,906.00","61,188.00",6.20,452.00,4.56,"10,718.00","226,238.00",0.00,"129,843.00","95,902.00",493.00,0.00,0.00,0.00,0.00,85.00,47.00,62.00,34.00,29.00,10.00,19.00,1.00,1.00,1.00,1.00,0.00,0.00,,379.00,"-23,70737","-46,60929",1/1/2021 0:00,12/31/2021 0:00,2021- Janeiro a Dezembro,HOSPITAL ESTADUAL DE DIADEMA HOSPITAL SERRARIA,Diadema
